student_id,career_id,group,relevance,similarity,stream_match,domain_match,apt_quant,apt_logical,apt_verbal,apt_creative,apt_technical,apt_commerce,marks_10th,marks_12th,avg_aptitude,tech_score,business_score,creative_score
S001,C028,S001,1,0.0,0,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C029,S001,1,0.0,0,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C030,S001,1,0.0,0,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C031,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C032,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C033,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C034,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C035,S001,1,0.0,0,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C036,S001,1,0.25,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C037,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C038,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C039,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S001,C040,S001,1,0.0,1,0,95,94,80,60,96,50,92,90.0,79.16666666666667,95.2,67.8,68.0
S002,C001,S002,2,0.25,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C002,S002,3,0.25,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C003,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C004,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C005,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C006,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C007,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C008,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C009,S002,2,0.0,1,1,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C010,S002,1,0.25,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C011,S002,1,0.25,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C012,S002,1,0.25,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C013,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C014,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C015,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C016,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C017,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C018,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C019,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C020,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C021,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C022,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C023,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C024,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C025,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C026,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C027,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C028,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C029,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C030,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C031,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C032,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C033,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C034,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C035,S002,1,0.0,0,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C036,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C037,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C038,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C039,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S002,C040,S002,1,0.0,1,0,88,86,82,92,85,45,89,88.0,79.66666666666667,85.9,64.3,88.0
S003,C001,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C002,S003,1,0.25,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C003,S003,3,0.75,1,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C004,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C005,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C006,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C007,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C008,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C009,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C010,S003,1,0.25,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C011,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C012,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C013,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C014,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C015,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C016,S003,2,0.25,1,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C017,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C018,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C019,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C020,S003,1,0.25,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C021,S003,2,0.25,1,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C022,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C023,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C024,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C025,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C026,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C027,S003,2,0.0,1,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C028,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C029,S003,1,0.0,0,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C030,S003,2,0.25,0,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C031,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C032,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C033,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C034,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C035,S003,2,0.5,0,1,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C036,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C037,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C038,S003,1,0.25,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C039,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S003,C040,S003,1,0.0,1,0,97,95,83,70,90,55,95,94.0,81.66666666666667,92.9,71.4,75.2
S004,C001,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C002,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C003,S004,1,0.25,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C004,S004,3,0.5,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C005,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C006,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C007,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C008,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C009,S004,2,0.0,1,1,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C010,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C011,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C012,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C013,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C014,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C015,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C016,S004,1,0.5,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C017,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C018,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C019,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C020,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C021,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C022,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C023,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C024,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C025,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C026,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C027,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C028,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C029,S004,1,0.25,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C030,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C031,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C032,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C033,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C034,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C035,S004,1,0.0,0,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C036,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C037,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C038,S004,1,0.25,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C039,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S004,C040,S004,1,0.0,1,0,96,94,78,65,97,40,90,91.0,78.33333333333333,95.9,62.2,70.2
S005,C001,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C002,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C003,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C004,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C005,S005,3,0.6666666666666666,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C006,S005,2,0.3333333333333333,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C007,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C008,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C009,S005,2,0.0,1,1,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C010,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C011,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C012,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C013,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C014,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C015,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C016,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C017,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C018,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C019,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C020,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C021,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C022,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C023,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C024,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C025,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C026,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C027,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C028,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C029,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C030,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C031,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C032,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C033,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C034,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C035,S005,1,0.0,0,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C036,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C037,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C038,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C039,S005,1,0.0,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S005,C040,S005,1,0.3333333333333333,1,0,88,92,75,60,90,50,85,84.0,75.83333333333333,90.19999999999999,65.9,66.0
S006,C001,S006,2,0.0,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C002,S006,2,0.0,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C003,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C004,S006,2,0.25,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C005,S006,2,0.0,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C006,S006,3,0.75,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C007,S006,2,0.5,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C008,S006,2,0.0,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C009,S006,2,0.0,1,1,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C010,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C011,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C012,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C013,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C014,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C015,S006,1,0.25,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C016,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C017,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C018,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C019,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C020,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C021,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C022,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C023,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C024,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C025,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C026,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C027,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C028,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C029,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C030,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C031,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C032,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C033,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C034,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C035,S006,1,0.0,0,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C036,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C037,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C038,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C039,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S006,C040,S006,1,0.0,1,0,87,85,72,65,92,55,82,81.0,76.0,88.9,66.1,67.8
S007,C001,S007,2,0.0,1,1,86,88,70,62,90,52,80,78.0,74.66666666666667,88.60000000000001,64.6,65.19999999999999
